gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,student_databases_tools,student_cloud_platforms_infra_tools,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,"tamil, english",bachelor's degree,computer science,3.86,2,2,3.78,software engineer,"python, java",sql server,gcp,excellent,auditory,security engineer,onsite,average,yes,0,google
male,"english, sinhala, tamil",bachelor's degree,data science,2.97,2,1,3.36,systems analyst,"python, r",sql server,gcp,excellent,auditory,systems analyst,hybrid,poor,yes,0,azure
male,sinhala,bachelor's degree,software engineering,3.55,1,2,2.33,cloud engineer,"javascript, php",sql server,azure,low,auditory,devops engineer,remote,average,yes,11,aws
female,sinhala,bachelor's degree,computer science,3.06,4,1,3.18,cloud engineer,"python, java",mongodb,kubernetes,low,kinesthetic,devops engineer,hybrid,poor,yes,7,cisco
male,english,bachelor's degree,data science,3.42,2,1,3.18,qa engineer,"c#, .net",oracle,docker,low,kinesthetic,software engineer,onsite,poor,no,7,google
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.57,1,1,2.48,devops engineer,"python, java",mongodb,azure,low,auditory,software engineer,remote,excellent,yes,7,google
female,sinhala,bachelor's degree,software engineering,2.81,1,1,3.69,data analyst,"python, sql",mysql,aws,low,kinesthetic,security engineer,remote,average,no,4,none
male,english,bachelor's degree,information technology,2.22,1,1,3.37,systems analyst,"java, c++",sql server,aws,excellent,kinesthetic,data scientist,remote,poor,yes,10,cisco
male,sinhala,bachelor's degree,information technology,2.72,1,1,3.25,software engineer,"python, sql",sql server,kubernetes,excellent,visual,devops engineer,onsite,excellent,yes,4,none
male,"english, sinhala, tamil",bachelor's degree,information technology,3.25,2,1,3.32,cloud engineer,"python, r",postgresql,aws,excellent,kinesthetic,devops engineer,remote,average,no,7,cisco
male,"sinhala, tamil",bachelor's degree,data science,2.94,3,2,3.88,qa engineer,"c#, .net",oracle,docker,excellent,auditory,devops engineer,onsite,poor,yes,10,cisco
male,"sinhala, tamil",bachelor's degree,computer science,3.18,1,2,2.62,qa engineer,"python, sql",oracle,azure,low,kinesthetic,software engineer,hybrid,average,yes,9,cisco
female,"english, sinhala",bachelor's degree,data science,3.91,4,2,3.28,ml engineer,"java, c++",mysql,azure,excellent,kinesthetic,systems analyst,hybrid,average,yes,11,google
female,sinhala,bachelor's degree,data science,3.62,1,2,3.52,cyber security analyst,"python, r",mysql,gcp,excellent,auditory,data scientist,onsite,excellent,yes,5,none
female,tamil,bachelor's degree,software engineering,3.07,4,1,2.25,cloud engineer,"python, sql",oracle,aws,low,kinesthetic,qa engineer,hybrid,excellent,no,11,aws
female,"sinhala, tamil",bachelor's degree,data science,3.31,3,2,2.27,ai engineer,"python, r",oracle,kubernetes,excellent,auditory,qa engineer,onsite,excellent,no,11,cisco
male,"sinhala, tamil",bachelor's degree,software engineering,2.38,4,2,2.23,network engineer,"python, r",mysql,gcp,moderate,auditory,qa engineer,onsite,average,no,12,none
female,"sinhala, tamil",bachelor's degree,cyber security,3.19,4,2,2.93,systems analyst,"python, java",mongodb,aws,moderate,auditory,systems analyst,hybrid,excellent,no,10,aws
male,tamil,bachelor's degree,cyber security,3.67,4,1,2.82,data analyst,"python, r",oracle,kubernetes,excellent,auditory,data scientist,onsite,excellent,yes,1,none
female,"english, sinhala, tamil",bachelor's degree,information technology,2.28,2,1,3.94,ml engineer,"python, java",oracle,aws,low,auditory,devops engineer,onsite,excellent,yes,6,none
male,"english, sinhala, tamil",bachelor's degree,data science,3.36,1,1,3.35,cloud engineer,"python, r",mongodb,docker,low,auditory,qa engineer,remote,poor,yes,9,google
male,"tamil, english",bachelor's degree,cyber security,3.25,2,2,2.66,cyber security analyst,"javascript, php",sql server,docker,excellent,auditory,software engineer,remote,poor,yes,9,aws
male,sinhala,bachelor's degree,cyber security,3.47,4,1,3.51,software engineer,"python, r",postgresql,aws,moderate,auditory,security engineer,onsite,average,no,0,google
male,"sinhala, tamil",bachelor's degree,information technology,2.79,2,2,2.98,ml engineer,"python, r",oracle,aws,low,auditory,systems analyst,onsite,poor,no,9,none
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.5,1,1,2.88,network engineer,"javascript, php",mongodb,aws,excellent,auditory,data scientist,onsite,average,no,4,cisco
male,"english, sinhala",bachelor's degree,cyber security,2.53,2,1,2.85,ml engineer,"java, c++",sql server,azure,excellent,visual,security engineer,remote,excellent,no,7,cisco
female,"english, sinhala, tamil",bachelor's degree,software engineering,3.29,3,1,2.41,cyber security analyst,"java, c++",oracle,kubernetes,low,kinesthetic,systems analyst,hybrid,excellent,yes,11,none
female,"english, sinhala",bachelor's degree,information technology,2.85,1,2,2.41,software engineer,"javascript, php",sql server,azure,moderate,visual,systems analyst,onsite,excellent,no,9,none
female,english,bachelor's degree,data science,3.69,3,2,3.45,cyber security analyst,"java, c++",mysql,azure,low,auditory,security engineer,onsite,poor,no,3,cisco
male,"english, sinhala",bachelor's degree,cyber security,3.05,2,1,2.38,software engineer,"python, r",postgresql,aws,excellent,kinesthetic,devops engineer,hybrid,excellent,no,10,cisco
female,sinhala,bachelor's degree,information technology,2.79,1,2,3.4,data analyst,"python, java",mysql,kubernetes,excellent,auditory,data scientist,onsite,excellent,no,9,aws
female,tamil,bachelor's degree,computer science,2.62,3,2,2.71,cloud engineer,"python, java",oracle,azure,excellent,visual,security engineer,remote,poor,yes,0,google
male,english,bachelor's degree,software engineering,3.73,2,1,2.28,qa engineer,"java, c++",mysql,gcp,moderate,visual,devops engineer,hybrid,poor,yes,10,aws
male,"english, sinhala",bachelor's degree,data science,3.14,3,2,2.32,cyber security analyst,"c#, .net",mysql,kubernetes,moderate,auditory,security engineer,hybrid,excellent,yes,0,aws
male,"sinhala, tamil",bachelor's degree,computer science,3.28,1,1,2.72,data analyst,"python, sql",mongodb,aws,moderate,visual,qa engineer,hybrid,excellent,yes,0,google
female,"english, sinhala",bachelor's degree,software engineering,2.4,1,2,2.72,cyber security analyst,"python, sql",mysql,aws,excellent,visual,data scientist,hybrid,average,yes,10,azure
male,"english, sinhala",bachelor's degree,computer science,3.77,4,1,2.25,data analyst,"javascript, php",mysql,gcp,moderate,kinesthetic,devops engineer,remote,average,yes,6,google
female,"tamil, english",bachelor's degree,cyber security,3.92,3,1,3.22,qa engineer,"python, java",mongodb,docker,low,auditory,software engineer,hybrid,average,yes,2,aws
male,sinhala,bachelor's degree,software engineering,3.72,4,1,2.24,cloud engineer,"python, r",mongodb,aws,low,visual,software engineer,onsite,average,yes,11,azure
male,tamil,bachelor's degree,data science,3.39,4,2,3.81,ml engineer,"python, r",postgresql,docker,low,auditory,devops engineer,onsite,excellent,yes,6,google
male,"english, sinhala, tamil",bachelor's degree,software engineering,2.74,2,1,2.37,cyber security analyst,"python, r",sql server,aws,low,kinesthetic,software engineer,remote,poor,yes,12,none
male,sinhala,bachelor's degree,software engineering,2.84,1,1,2.63,data analyst,"python, r",mysql,kubernetes,moderate,auditory,systems analyst,remote,average,yes,7,aws
male,sinhala,bachelor's degree,data science,2.48,1,1,2.65,software engineer,"python, java",mongodb,aws,excellent,kinesthetic,software engineer,hybrid,average,yes,8,google
female,"english, sinhala",bachelor's degree,software engineering,3.49,4,2,3.75,cyber security analyst,"java, c++",mongodb,gcp,low,visual,data scientist,hybrid,average,yes,4,none
male,tamil,bachelor's degree,cyber security,3.98,4,1,3.18,cloud engineer,"python, java",oracle,kubernetes,moderate,visual,qa engineer,hybrid,average,yes,9,none
male,"sinhala, tamil",bachelor's degree,information technology,2.39,4,2,3.06,qa engineer,"python, java",sql server,aws,low,kinesthetic,software engineer,hybrid,poor,no,6,aws
male,"tamil, english",bachelor's degree,computer science,2.77,4,2,2.4,software engineer,"python, sql",postgresql,kubernetes,moderate,kinesthetic,devops engineer,onsite,average,yes,3,azure
male,tamil,bachelor's degree,cyber security,3.93,3,2,3.19,ml engineer,"python, java",sql server,kubernetes,moderate,kinesthetic,devops engineer,hybrid,excellent,yes,1,azure
male,"tamil, english",bachelor's degree,cyber security,2.32,4,1,2.54,systems analyst,"python, r",mongodb,docker,low,kinesthetic,security engineer,onsite,excellent,no,11,google
female,"tamil, english",bachelor's degree,software engineering,3.02,1,1,3.06,ai engineer,"python, r",mysql,gcp,excellent,kinesthetic,software engineer,hybrid,average,yes,4,cisco
female,english,bachelor's degree,data science,2.39,4,2,3.38,ml engineer,"python, java",postgresql,azure,moderate,kinesthetic,data scientist,hybrid,poor,no,12,azure
female,"tamil, english",bachelor's degree,information technology,3.55,1,1,3.84,systems analyst,"python, sql",mysql,docker,excellent,auditory,security engineer,remote,excellent,no,4,azure
male,sinhala,bachelor's degree,computer science,3.42,3,1,3.71,cyber security analyst,"python, sql",oracle,aws,low,visual,devops engineer,hybrid,excellent,no,1,aws
male,"tamil, english",bachelor's degree,computer science,2.68,1,1,3.7,cloud engineer,"c#, .net",sql server,kubernetes,low,kinesthetic,security engineer,onsite,poor,no,12,none
male,english,bachelor's degree,software engineering,3.67,2,2,3.17,ml engineer,"c#, .net",postgresql,kubernetes,excellent,visual,qa engineer,hybrid,excellent,no,1,none
male,"sinhala, tamil",bachelor's degree,data science,2.94,2,1,3.56,software engineer,"c#, .net",oracle,aws,excellent,visual,systems analyst,hybrid,poor,yes,12,none
female,english,bachelor's degree,cyber security,2.32,1,2,2.23,devops engineer,"c#, .net",sql server,azure,moderate,visual,qa engineer,onsite,average,yes,0,aws
male,"sinhala, tamil",bachelor's degree,data science,2.6,4,2,3.98,data analyst,"python, java",mongodb,docker,low,kinesthetic,security engineer,hybrid,average,yes,0,none
male,english,bachelor's degree,computer science,2.88,1,2,2.92,data analyst,"python, sql",postgresql,docker,low,kinesthetic,security engineer,remote,excellent,yes,4,google
male,"tamil, english",bachelor's degree,computer science,3.01,3,2,2.53,cyber security analyst,"java, c++",oracle,aws,excellent,visual,qa engineer,remote,excellent,no,11,google
male,"english, sinhala",bachelor's degree,software engineering,2.65,4,2,2.33,systems analyst,"c#, .net",oracle,docker,moderate,auditory,systems analyst,hybrid,poor,no,11,azure
female,"english, sinhala, tamil",bachelor's degree,information technology,3.9,1,1,2.92,devops engineer,"javascript, php",postgresql,kubernetes,low,kinesthetic,devops engineer,hybrid,excellent,no,10,azure
female,"tamil, english",bachelor's degree,software engineering,3.61,2,2,3.25,cyber security analyst,"python, r",mysql,docker,excellent,visual,data scientist,remote,average,no,11,azure
male,"sinhala, tamil",bachelor's degree,software engineering,3.27,1,1,3.53,ai engineer,"python, r",oracle,kubernetes,moderate,visual,systems analyst,hybrid,excellent,no,12,cisco
female,sinhala,bachelor's degree,software engineering,3.89,3,2,2.82,ai engineer,"python, r",postgresql,kubernetes,moderate,visual,software engineer,hybrid,excellent,yes,2,azure
male,"english, sinhala",bachelor's degree,data science,3.22,2,1,2.66,data analyst,"python, r",postgresql,docker,moderate,visual,devops engineer,remote,average,yes,9,none
female,"tamil, english",bachelor's degree,cyber security,3.72,2,1,2.67,network engineer,"python, r",mysql,aws,low,auditory,qa engineer,hybrid,poor,yes,12,cisco
female,tamil,bachelor's degree,software engineering,2.97,4,1,2.27,cloud engineer,"java, c++",mysql,azure,excellent,visual,security engineer,hybrid,poor,no,4,cisco
female,sinhala,bachelor's degree,data science,2.55,2,1,2.63,network engineer,"c#, .net",oracle,gcp,moderate,visual,security engineer,onsite,poor,yes,4,google
female,"sinhala, tamil",bachelor's degree,software engineering,3.44,4,1,2.33,ml engineer,"python, r",postgresql,kubernetes,moderate,visual,systems analyst,remote,excellent,yes,2,azure
male,english,bachelor's degree,software engineering,3.99,3,1,2.28,cloud engineer,"python, sql",mysql,azure,moderate,kinesthetic,data scientist,onsite,excellent,yes,4,google
male,english,bachelor's degree,information technology,3.85,1,1,2.98,cyber security analyst,"c#, .net",sql server,docker,low,kinesthetic,data scientist,remote,excellent,yes,0,none
male,"english, sinhala",bachelor's degree,data science,2.92,1,2,2.75,cloud engineer,"c#, .net",mysql,aws,excellent,kinesthetic,security engineer,remote,poor,yes,7,aws
male,"english, sinhala, tamil",bachelor's degree,computer science,3.71,2,2,2.22,cyber security analyst,"python, r",postgresql,azure,moderate,auditory,qa engineer,remote,poor,no,10,aws
female,"english, sinhala",bachelor's degree,computer science,2.38,2,1,3.92,qa engineer,"python, r",mysql,docker,excellent,auditory,software engineer,hybrid,poor,yes,5,azure
female,english,bachelor's degree,information technology,3.09,2,2,2.74,devops engineer,"javascript, php",sql server,kubernetes,moderate,visual,data scientist,onsite,excellent,no,12,google
male,sinhala,bachelor's degree,information technology,3.68,3,1,2.2,cloud engineer,"python, r",postgresql,docker,moderate,auditory,devops engineer,remote,average,yes,6,cisco
female,"english, sinhala, tamil",bachelor's degree,information technology,3.26,4,1,3.07,ml engineer,"python, r",oracle,kubernetes,moderate,visual,security engineer,hybrid,poor,yes,8,google
male,english,bachelor's degree,data science,3.66,2,1,3.34,cloud engineer,"python, java",oracle,kubernetes,moderate,visual,software engineer,remote,average,yes,1,azure
male,"english, sinhala",bachelor's degree,software engineering,3.88,3,2,3.22,software engineer,"javascript, php",postgresql,aws,excellent,visual,software engineer,onsite,average,yes,7,cisco
female,sinhala,bachelor's degree,software engineering,2.21,3,1,2.72,data analyst,"python, java",mongodb,gcp,excellent,kinesthetic,data scientist,onsite,excellent,no,0,aws
male,sinhala,bachelor's degree,cyber security,3.31,2,2,2.54,ml engineer,"java, c++",mysql,aws,low,kinesthetic,software engineer,remote,poor,no,1,azure
female,"sinhala, tamil",bachelor's degree,computer science,3.25,3,2,3.76,data analyst,"java, c++",oracle,gcp,low,visual,data scientist,remote,excellent,yes,4,aws
male,sinhala,bachelor's degree,information technology,3.14,1,2,2.99,data analyst,"c#, .net",mysql,gcp,low,visual,devops engineer,hybrid,poor,no,9,azure
female,"english, sinhala, tamil",bachelor's degree,information technology,3.34,1,1,2.63,software engineer,"python, sql",sql server,azure,excellent,kinesthetic,software engineer,remote,average,yes,4,azure
male,english,bachelor's degree,information technology,2.25,3,2,2.27,software engineer,"python, sql",postgresql,aws,low,visual,devops engineer,onsite,average,no,10,google
female,"english, sinhala, tamil",bachelor's degree,information technology,2.61,4,2,3.27,cyber security analyst,"java, c++",sql server,azure,excellent,auditory,qa engineer,onsite,average,yes,5,google
male,"sinhala, tamil",bachelor's degree,cyber security,2.5,4,2,3.74,systems analyst,"python, r",sql server,docker,excellent,kinesthetic,systems analyst,onsite,poor,yes,7,azure
female,"english, sinhala, tamil",bachelor's degree,computer science,2.66,1,2,2.31,cloud engineer,"javascript, php",oracle,azure,moderate,visual,qa engineer,hybrid,average,no,4,google
female,english,bachelor's degree,data science,2.48,4,1,2.48,software engineer,"javascript, php",oracle,kubernetes,moderate,visual,qa engineer,hybrid,poor,yes,6,aws
male,"english, sinhala",bachelor's degree,data science,3.46,3,2,3.42,data analyst,"java, c++",sql server,aws,low,auditory,devops engineer,hybrid,excellent,yes,1,none
female,"english, sinhala",bachelor's degree,information technology,3.43,2,2,2.77,qa engineer,"java, c++",sql server,docker,excellent,auditory,qa engineer,hybrid,poor,no,0,cisco
male,english,bachelor's degree,computer science,3.95,4,2,3.76,software engineer,"c#, .net",mysql,kubernetes,moderate,auditory,qa engineer,remote,average,yes,11,none
male,sinhala,bachelor's degree,data science,2.36,2,2,3.44,cloud engineer,"python, r",mongodb,azure,excellent,kinesthetic,devops engineer,remote,excellent,yes,7,cisco
female,sinhala,bachelor's degree,information technology,2.71,4,1,3.67,ml engineer,"python, r",mysql,gcp,excellent,auditory,data scientist,remote,excellent,no,9,aws
female,english,bachelor's degree,computer science,3.66,1,2,4.0,software engineer,"java, c++",mongodb,aws,low,auditory,systems analyst,hybrid,average,yes,2,google
male,tamil,bachelor's degree,computer science,3.33,2,1,2.8,software engineer,"python, sql",sql server,docker,low,kinesthetic,systems analyst,remote,excellent,no,4,cisco
female,"english, sinhala, tamil",bachelor's degree,cyber security,2.95,4,2,2.41,devops engineer,"java, c++",mongodb,azure,excellent,auditory,devops engineer,hybrid,average,yes,9,google
male,english,bachelor's degree,software engineering,2.61,1,2,3.41,software engineer,"python, r",oracle,kubernetes,low,visual,systems analyst,remote,poor,yes,10,aws
male,sinhala,bachelor's degree,software engineering,2.51,4,2,3.14,data analyst,"python, sql",mongodb,docker,low,visual,security engineer,remote,average,no,4,azure
female,"tamil, english",bachelor's degree,data science,3.57,3,2,3.27,network engineer,"python, java",mongodb,azure,low,kinesthetic,qa engineer,hybrid,excellent,yes,12,azure
female,"tamil, english",bachelor's degree,software engineering,3.91,3,1,3.8,software engineer,"python, sql",mysql,docker,low,kinesthetic,devops engineer,remote,excellent,no,0,cisco
female,"english, sinhala",bachelor's degree,software engineering,2.49,2,2,3.05,systems analyst,"python, r",postgresql,kubernetes,excellent,kinesthetic,data scientist,hybrid,excellent,yes,5,aws
male,"tamil, english",bachelor's degree,software engineering,2.52,3,1,3.85,data analyst,"javascript, php",sql server,kubernetes,excellent,kinesthetic,security engineer,remote,excellent,no,7,google
female,tamil,bachelor's degree,information technology,2.33,1,1,3.32,cloud engineer,"java, c++",mysql,aws,low,visual,systems analyst,remote,average,yes,7,azure
male,"sinhala, tamil",bachelor's degree,information technology,3.85,2,2,3.91,cloud engineer,"java, c++",oracle,kubernetes,moderate,kinesthetic,qa engineer,remote,excellent,yes,2,google
male,tamil,bachelor's degree,cyber security,3.32,2,1,2.6,devops engineer,"c#, .net",postgresql,aws,low,auditory,systems analyst,remote,poor,no,3,cisco
female,tamil,bachelor's degree,software engineering,2.41,2,1,3.79,qa engineer,"javascript, php",postgresql,docker,moderate,auditory,data scientist,hybrid,average,yes,7,none
male,sinhala,bachelor's degree,computer science,2.75,1,2,3.18,devops engineer,"java, c++",sql server,kubernetes,excellent,auditory,qa engineer,onsite,poor,no,10,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.69,4,1,3.62,cyber security analyst,"python, r",mysql,docker,excellent,auditory,qa engineer,onsite,poor,yes,11,none
male,"english, sinhala, tamil",bachelor's degree,cyber security,2.92,1,1,3.71,cyber security analyst,"python, r",oracle,docker,moderate,visual,software engineer,hybrid,average,yes,0,aws
male,"english, sinhala",bachelor's degree,computer science,3.46,4,2,3.16,software engineer,"javascript, php",mongodb,docker,excellent,kinesthetic,systems analyst,onsite,poor,no,1,cisco
male,english,bachelor's degree,software engineering,2.82,1,1,2.82,software engineer,"javascript, php",sql server,aws,excellent,kinesthetic,qa engineer,onsite,average,yes,9,azure
female,sinhala,bachelor's degree,data science,3.76,2,2,2.72,qa engineer,"java, c++",oracle,gcp,low,auditory,data scientist,onsite,poor,no,6,none
male,sinhala,bachelor's degree,data science,2.87,2,2,3.28,cloud engineer,"c#, .net",oracle,azure,low,kinesthetic,qa engineer,onsite,poor,no,6,azure
male,sinhala,bachelor's degree,information technology,3.44,1,1,2.42,devops engineer,"python, sql",postgresql,kubernetes,low,visual,devops engineer,remote,excellent,yes,12,azure
female,"english, sinhala, tamil",bachelor's degree,software engineering,2.53,4,1,2.58,software engineer,"python, sql",oracle,azure,excellent,kinesthetic,qa engineer,onsite,average,no,5,google
female,"english, sinhala, tamil",bachelor's degree,cyber security,3.35,4,2,3.31,ml engineer,"javascript, php",sql server,kubernetes,moderate,kinesthetic,software engineer,hybrid,average,yes,3,none
male,tamil,bachelor's degree,computer science,3.81,3,1,3.0,ml engineer,"c#, .net",oracle,azure,excellent,auditory,systems analyst,hybrid,excellent,yes,7,none
female,"sinhala, tamil",bachelor's degree,computer science,3.05,2,2,2.61,ai engineer,"javascript, php",mongodb,docker,excellent,kinesthetic,qa engineer,hybrid,average,no,12,google
male,"english, sinhala",bachelor's degree,software engineering,3.29,1,1,2.51,software engineer,"java, c++",postgresql,kubernetes,moderate,visual,devops engineer,remote,average,no,3,aws
female,"sinhala, tamil",bachelor's degree,computer science,2.64,4,1,2.3,cyber security analyst,"java, c++",mysql,gcp,moderate,visual,security engineer,remote,average,yes,10,none
female,"tamil, english",bachelor's degree,data science,3.41,4,2,3.0,data analyst,"python, sql",mysql,kubernetes,excellent,auditory,systems analyst,remote,excellent,yes,5,google
female,tamil,bachelor's degree,cyber security,2.63,1,2,2.62,systems analyst,"python, java",mongodb,azure,moderate,kinesthetic,qa engineer,remote,average,no,0,azure
male,"english, sinhala",bachelor's degree,computer science,3.71,1,1,2.89,ml engineer,"python, sql",mysql,kubernetes,low,auditory,security engineer,remote,poor,no,8,azure
male,"tamil, english",bachelor's degree,data science,3.24,3,1,2.57,systems analyst,"c#, .net",oracle,docker,low,auditory,systems analyst,onsite,poor,no,9,google
female,"tamil, english",bachelor's degree,computer science,2.53,4,1,3.17,qa engineer,"python, sql",mysql,azure,excellent,auditory,security engineer,hybrid,average,no,7,google
female,"sinhala, tamil",bachelor's degree,software engineering,2.45,4,1,3.63,software engineer,"c#, .net",postgresql,kubernetes,moderate,auditory,qa engineer,hybrid,average,yes,1,none
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.5,4,1,3.38,cyber security analyst,"python, sql",mongodb,gcp,moderate,kinesthetic,software engineer,hybrid,average,yes,3,aws
female,tamil,bachelor's degree,computer science,3.89,4,2,2.89,software engineer,"python, java",oracle,docker,low,kinesthetic,data scientist,hybrid,average,yes,7,azure
male,"tamil, english",bachelor's degree,cyber security,2.24,3,1,3.7,ml engineer,"c#, .net",mongodb,azure,excellent,kinesthetic,qa engineer,hybrid,poor,no,1,none
male,sinhala,bachelor's degree,information technology,2.98,4,1,3.99,cyber security analyst,"javascript, php",oracle,aws,low,auditory,devops engineer,remote,excellent,yes,7,azure
male,english,bachelor's degree,cyber security,3.47,4,1,3.44,cloud engineer,"javascript, php",mongodb,docker,excellent,visual,security engineer,hybrid,excellent,no,0,cisco
male,english,bachelor's degree,cyber security,3.71,1,2,2.6,devops engineer,"python, r",postgresql,docker,moderate,auditory,data scientist,onsite,excellent,no,6,none
male,"sinhala, tamil",bachelor's degree,data science,2.79,3,1,3.04,ai engineer,"python, r",oracle,kubernetes,excellent,visual,software engineer,onsite,excellent,yes,10,azure
female,"tamil, english",bachelor's degree,information technology,3.25,3,1,3.99,ml engineer,"java, c++",postgresql,aws,low,auditory,security engineer,hybrid,excellent,yes,0,azure
female,english,bachelor's degree,data science,2.33,1,2,2.77,software engineer,"java, c++",mongodb,kubernetes,low,kinesthetic,qa engineer,onsite,excellent,no,5,cisco
female,"tamil, english",bachelor's degree,computer science,3.94,1,2,2.53,data analyst,"python, sql",oracle,kubernetes,excellent,visual,security engineer,hybrid,average,yes,1,google
male,"english, sinhala, tamil",bachelor's degree,data science,3.53,1,1,2.77,cloud engineer,"java, c++",postgresql,docker,moderate,kinesthetic,systems analyst,onsite,poor,no,10,none
female,"english, sinhala, tamil",bachelor's degree,information technology,3.34,2,1,3.84,cloud engineer,"python, r",mysql,kubernetes,excellent,kinesthetic,security engineer,remote,excellent,yes,3,aws
male,tamil,bachelor's degree,cyber security,2.7,2,2,2.48,cyber security analyst,"javascript, php",mysql,azure,excellent,kinesthetic,security engineer,hybrid,average,no,0,cisco
female,"tamil, english",bachelor's degree,information technology,3.87,3,1,3.15,network engineer,"python, sql",mongodb,docker,low,visual,data scientist,hybrid,poor,no,0,none
male,"english, sinhala, tamil",bachelor's degree,information technology,3.97,2,1,2.94,data analyst,"python, r",postgresql,docker,excellent,kinesthetic,systems analyst,onsite,average,no,5,aws
female,"sinhala, tamil",bachelor's degree,cyber security,3.71,1,2,3.98,devops engineer,"c#, .net",sql server,gcp,moderate,kinesthetic,data scientist,onsite,poor,yes,10,cisco
female,sinhala,bachelor's degree,computer science,2.99,2,2,3.51,ml engineer,"python, sql",postgresql,kubernetes,moderate,kinesthetic,data scientist,hybrid,poor,yes,8,google
male,sinhala,bachelor's degree,software engineering,2.44,3,2,3.51,ml engineer,"c#, .net",sql server,aws,low,auditory,systems analyst,remote,poor,yes,5,google
male,"english, sinhala",bachelor's degree,computer science,3.55,3,2,3.1,software engineer,"python, java",sql server,docker,excellent,kinesthetic,software engineer,hybrid,poor,yes,8,google
male,english,bachelor's degree,data science,2.84,3,1,2.84,cyber security analyst,"python, sql",postgresql,gcp,moderate,visual,data scientist,remote,poor,no,11,aws
female,"english, sinhala, tamil",bachelor's degree,information technology,3.38,4,1,3.82,devops engineer,"c#, .net",postgresql,kubernetes,low,auditory,devops engineer,onsite,poor,yes,11,google
male,"english, sinhala",bachelor's degree,cyber security,3.44,3,1,2.32,data analyst,"javascript, php",mongodb,azure,excellent,kinesthetic,systems analyst,hybrid,excellent,no,9,aws
female,sinhala,bachelor's degree,software engineering,3.76,1,1,3.23,data analyst,"python, sql",oracle,kubernetes,moderate,visual,data scientist,hybrid,excellent,yes,1,google
male,"tamil, english",bachelor's degree,cyber security,2.67,2,1,2.85,ml engineer,"java, c++",mysql,aws,excellent,kinesthetic,systems analyst,hybrid,poor,no,0,none
female,english,bachelor's degree,software engineering,2.65,1,2,3.77,data analyst,"javascript, php",oracle,gcp,excellent,visual,security engineer,onsite,excellent,no,5,aws
female,"sinhala, tamil",bachelor's degree,cyber security,3.95,1,2,2.44,devops engineer,"c#, .net",sql server,azure,moderate,auditory,devops engineer,remote,average,no,5,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,3.76,1,1,3.84,software engineer,"python, sql",sql server,gcp,moderate,kinesthetic,security engineer,remote,excellent,no,8,aws
male,"english, sinhala",bachelor's degree,data science,2.56,1,2,3.08,data analyst,"python, r",oracle,docker,excellent,kinesthetic,software engineer,remote,average,yes,3,azure
female,english,bachelor's degree,computer science,2.54,3,2,2.71,software engineer,"python, r",sql server,docker,low,auditory,data scientist,hybrid,average,no,9,aws
male,sinhala,bachelor's degree,information technology,3.06,1,2,2.93,devops engineer,"c#, .net",oracle,docker,low,auditory,devops engineer,remote,average,yes,1,aws
male,"tamil, english",bachelor's degree,data science,2.79,1,2,2.75,qa engineer,"python, r",mysql,docker,moderate,kinesthetic,qa engineer,hybrid,poor,yes,7,none
male,sinhala,bachelor's degree,data science,3.77,1,1,2.4,ml engineer,"javascript, php",mongodb,docker,moderate,visual,data scientist,remote,excellent,yes,1,aws
female,"english, sinhala",bachelor's degree,software engineering,2.99,1,1,3.24,cloud engineer,"c#, .net",sql server,kubernetes,excellent,kinesthetic,security engineer,hybrid,poor,no,5,google
male,sinhala,bachelor's degree,data science,2.46,4,1,2.74,network engineer,"python, sql",oracle,azure,excellent,visual,security engineer,onsite,average,yes,9,cisco
male,"tamil, english",bachelor's degree,computer science,2.77,2,1,3.11,data analyst,"c#, .net",mysql,docker,moderate,visual,software engineer,remote,poor,yes,2,google
male,"sinhala, tamil",bachelor's degree,cyber security,3.97,2,1,3.59,ml engineer,"python, sql",sql server,docker,excellent,auditory,security engineer,remote,excellent,no,6,google
female,english,bachelor's degree,cyber security,2.65,2,2,2.59,cyber security analyst,"python, java",mysql,docker,low,auditory,qa engineer,onsite,excellent,yes,4,azure
male,english,bachelor's degree,software engineering,3.39,3,1,3.24,devops engineer,"python, r",sql server,docker,moderate,kinesthetic,devops engineer,hybrid,excellent,yes,6,azure
female,sinhala,bachelor's degree,computer science,3.02,1,1,3.41,cyber security analyst,"c#, .net",mysql,kubernetes,excellent,kinesthetic,systems analyst,onsite,average,no,10,azure
female,tamil,bachelor's degree,information technology,2.53,4,2,2.97,network engineer,"python, java",oracle,gcp,low,visual,security engineer,hybrid,poor,yes,2,google
female,english,bachelor's degree,data science,2.63,1,1,3.56,systems analyst,"python, sql",sql server,aws,excellent,auditory,systems analyst,onsite,average,yes,11,google
female,sinhala,bachelor's degree,information technology,2.22,2,1,3.04,ml engineer,"python, r",postgresql,azure,low,kinesthetic,software engineer,remote,average,yes,0,azure
